participant_id,country,iso3,region,age,age_group,sex,time_of_day,n_trials,best_rt_ms,mean_rt_ms,median_rt_ms,worst_rt_ms,sd_rt_ms,lapse_count,data_type
29971,South Korea,KOR,Asia,33,25-34,male,afternoon,5,220,282,256,407,65.2,0,synthetic
29972,South Korea,KOR,Asia,57,55-64,female,evening,5,267,306,313,352,32.3,0,synthetic
29973,South Korea,KOR,Asia,39,35-44,male,afternoon,5,237,247,244,267,10.6,0,synthetic
29974,South Korea,KOR,Asia,43,35-44,female,evening,5,250,306,275,430,64.0,0,synthetic
29975,South Korea,KOR,Asia,57,55-64,male,night,5,309,320,313,333,10.3,0,synthetic
29976,South Korea,KOR,Asia,45,45-54,male,evening,5,255,286,270,368,41.8,0,synthetic
29977,South Korea,KOR,Asia,44,35-44,male,evening,5,223,291,241,480,95.8,0,synthetic
29978,South Korea,KOR,Asia,46,45-54,male,morning,5,235,262,269,276,16.1,0,synthetic
29979,South Korea,KOR,Asia,60,55-64,female,evening,5,277,292,286,314,15.2,0,synthetic
29980,South Korea,KOR,Asia,17,10-17,female,afternoon,5,255,280,291,296,16.9,0,synthetic
29981,South Korea,KOR,Asia,47,45-54,female,afternoon,5,259,290,297,299,15.3,0,synthetic
29982,South Korea,KOR,Asia,57,55-64,male,evening,5,248,270,274,287,12.9,0,synthetic
29983,South Korea,KOR,Asia,73,65+,male,morning,5,291,306,308,327,12.0,0,synthetic
29984,South Korea,KOR,Asia,51,45-54,female,morning,5,299,304,303,310,3.9,0,synthetic
29985,South Korea,KOR,Asia,79,65+,male,afternoon,5,298,326,321,360,20.9,0,synthetic
29986,South Korea,KOR,Asia,46,45-54,male,afternoon,5,232,280,252,413,67.0,0,synthetic
29987,South Korea,KOR,Asia,29,25-34,female,evening,5,240,260,262,276,12.9,0,synthetic
29988,South Korea,KOR,Asia,25,25-34,male,morning,5,243,266,273,281,16.1,0,synthetic
29989,South Korea,KOR,Asia,49,45-54,male,evening,5,267,286,291,302,13.6,0,synthetic
29990,South Korea,KOR,Asia,70,65+,female,evening,5,296,330,330,364,22.1,0,synthetic
29991,South Korea,KOR,Asia,44,35-44,male,morning,5,227,254,260,280,19.2,0,synthetic
29992,South Korea,KOR,Asia,44,35-44,male,evening,5,250,267,266,289,13.9,0,synthetic
29993,South Korea,KOR,Asia,49,45-54,male,morning,5,261,298,271,417,59.8,0,synthetic
29994,South Korea,KOR,Asia,39,35-44,female,evening,5,257,284,287,306,18.9,0,synthetic
29995,South Korea,KOR,Asia,54,45-54,female,evening,5,259,290,298,308,17.2,0,synthetic
29996,South Korea,KOR,Asia,56,55-64,female,afternoon,5,266,303,274,424,60.6,0,synthetic
29997,South Korea,KOR,Asia,44,35-44,female,afternoon,5,257,279,280,306,16.4,0,synthetic
29998,South Korea,KOR,Asia,59,55-64,male,night,5,287,309,313,337,18.2,0,synthetic
29999,South Korea,KOR,Asia,36,35-44,male,morning,5,241,266,276,285,17.1,0,synthetic
30000,South Korea,KOR,Asia,22,18-24,female,afternoon,5,233,264,267,280,16.6,0,synthetic
30001,Pakistan,PAK,Asia,25,25-34,female,morning,5,284,334,292,496,81.6,0,synthetic
30002,Pakistan,PAK,Asia,20,18-24,unspecified,afternoon,5,238,263,263,280,15.7,0,synthetic
30003,Pakistan,PAK,Asia,28,25-34,female,afternoon,5,251,341,313,432,68.0,0,synthetic
30004,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,264,298,290,342,25.8,0,synthetic
30005,Pakistan,PAK,Asia,36,35-44,male,night,5,289,383,378,513,80.0,1,synthetic
30006,Pakistan,PAK,Asia,34,25-34,male,morning,5,243,266,270,275,11.3,0,synthetic
30007,Pakistan,PAK,Asia,14,10-17,male,morning,5,277,303,299,337,20.3,0,synthetic
30008,Pakistan,PAK,Asia,31,25-34,male,afternoon,5,237,255,251,282,15.6,0,synthetic
30009,Pakistan,PAK,Asia,14,10-17,male,afternoon,5,277,302,298,338,20.0,0,synthetic
30010,Pakistan,PAK,Asia,56,55-64,male,afternoon,5,262,285,288,305,16.4,0,synthetic
30011,Pakistan,PAK,Asia,10,10-17,female,evening,5,276,294,296,308,10.3,0,synthetic
30012,Pakistan,PAK,Asia,26,25-34,male,afternoon,5,259,274,276,284,8.3,0,synthetic
30013,Pakistan,PAK,Asia,55,55-64,female,evening,5,292,343,307,473,66.8,0,synthetic
30014,Pakistan,PAK,Asia,33,25-34,female,afternoon,5,257,270,268,289,10.6,0,synthetic
30015,Pakistan,PAK,Asia,12,10-17,female,evening,5,289,306,308,334,16.3,0,synthetic
30016,Pakistan,PAK,Asia,29,25-34,female,morning,5,266,300,282,388,44.9,0,synthetic
30017,Pakistan,PAK,Asia,21,18-24,female,morning,5,275,286,283,300,8.3,0,synthetic
30018,Pakistan,PAK,Asia,12,10-17,female,morning,5,294,305,303,314,8.0,0,synthetic
30019,Pakistan,PAK,Asia,28,25-34,female,evening,5,247,271,273,291,16.8,0,synthetic
30020,Pakistan,PAK,Asia,17,10-17,female,afternoon,5,245,293,292,384,50.3,0,synthetic
30021,Pakistan,PAK,Asia,36,35-44,male,afternoon,5,290,361,313,500,79.0,0,synthetic
30022,Pakistan,PAK,Asia,20,18-24,female,evening,5,272,296,280,358,32.1,0,synthetic
30023,Pakistan,PAK,Asia,35,35-44,female,afternoon,5,274,294,299,307,12.5,0,synthetic
30024,Pakistan,PAK,Asia,34,25-34,female,morning,5,264,326,292,456,68.3,0,synthetic
30025,Pakistan,PAK,Asia,15,10-17,male,morning,5,264,313,289,436,62.9,0,synthetic
30026,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,258,284,278,313,22.4,0,synthetic
30027,Pakistan,PAK,Asia,20,18-24,male,evening,5,255,266,268,279,9.2,0,synthetic
30028,Pakistan,PAK,Asia,22,18-24,male,evening,5,269,291,292,309,12.8,0,synthetic
30029,Pakistan,PAK,Asia,21,18-24,male,evening,5,238,265,266,294,19.4,0,synthetic
30030,Pakistan,PAK,Asia,39,35-44,female,morning,5,266,283,285,307,14.8,0,synthetic
30031,Pakistan,PAK,Asia,21,18-24,female,evening,5,268,318,283,475,78.5,0,synthetic
30032,Pakistan,PAK,Asia,10,10-17,male,morning,5,277,302,307,327,17.2,0,synthetic
30033,Pakistan,PAK,Asia,36,35-44,male,night,5,288,298,292,326,14.3,0,synthetic
30034,Pakistan,PAK,Asia,23,18-24,male,evening,5,250,315,279,483,84.5,0,synthetic
30035,Pakistan,PAK,Asia,10,10-17,male,morning,5,283,298,293,321,14.3,0,synthetic
30036,Pakistan,PAK,Asia,41,35-44,female,morning,5,283,302,301,320,15.3,0,synthetic
30037,Pakistan,PAK,Asia,14,10-17,male,evening,5,254,281,281,298,15.8,0,synthetic
30038,Pakistan,PAK,Asia,26,25-34,male,afternoon,5,220,256,262,296,26.3,0,synthetic
30039,Pakistan,PAK,Asia,10,10-17,female,morning,5,284,317,319,355,23.1,0,synthetic
30040,Pakistan,PAK,Asia,32,25-34,male,afternoon,5,262,275,280,284,9.3,0,synthetic
30041,Pakistan,PAK,Asia,46,45-54,female,afternoon,5,284,297,299,307,8.5,0,synthetic
30042,Pakistan,PAK,Asia,10,10-17,female,afternoon,5,296,333,314,426,47.7,0,synthetic
30043,Pakistan,PAK,Asia,27,25-34,female,afternoon,5,241,295,269,436,72.2,0,synthetic
30044,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,282,339,304,511,86.4,1,synthetic
30045,Pakistan,PAK,Asia,12,10-17,male,evening,5,256,277,283,293,12.8,0,synthetic
30046,Pakistan,PAK,Asia,11,10-17,female,morning,5,275,289,285,304,10.7,0,synthetic
30047,Pakistan,PAK,Asia,37,35-44,male,afternoon,5,240,288,270,406,60.1,0,synthetic
30048,Pakistan,PAK,Asia,26,25-34,female,evening,5,269,281,278,300,10.5,0,synthetic
30049,Pakistan,PAK,Asia,30,25-34,male,night,5,242,284,292,321,26.7,0,synthetic
30050,Pakistan,PAK,Asia,19,18-24,male,evening,5,261,303,265,426,63.1,0,synthetic
30051,Pakistan,PAK,Asia,46,45-54,female,afternoon,5,268,329,294,480,76.8,0,synthetic
30052,Pakistan,PAK,Asia,30,25-34,male,afternoon,5,249,291,257,426,67.9,0,synthetic
30053,Pakistan,PAK,Asia,10,10-17,female,morning,5,318,337,330,372,18.6,0,synthetic
30054,Pakistan,PAK,Asia,36,35-44,male,evening,5,271,340,308,412,58.8,0,synthetic
30055,Pakistan,PAK,Asia,10,10-17,female,evening,5,325,348,347,367,16.3,0,synthetic
30056,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,254,266,262,288,12.1,0,synthetic
30057,Pakistan,PAK,Asia,27,25-34,male,morning,5,261,276,274,302,14.5,0,synthetic
30058,Pakistan,PAK,Asia,27,25-34,female,morning,5,262,271,270,279,6.3,0,synthetic
30059,Pakistan,PAK,Asia,22,18-24,female,night,5,287,333,308,441,55.9,0,synthetic
30060,Pakistan,PAK,Asia,11,10-17,unspecified,evening,5,280,290,286,300,8.2,0,synthetic
30061,Pakistan,PAK,Asia,26,25-34,male,night,5,239,263,267,286,16.0,0,synthetic
30062,Pakistan,PAK,Asia,10,10-17,male,evening,5,300,344,328,416,40.0,0,synthetic
30063,Pakistan,PAK,Asia,19,18-24,male,afternoon,5,247,312,298,370,48.5,0,synthetic
30064,Pakistan,PAK,Asia,22,18-24,male,evening,5,257,270,270,283,9.7,0,synthetic
30065,Pakistan,PAK,Asia,33,25-34,female,morning,5,268,319,305,409,47.3,0,synthetic
30066,Pakistan,PAK,Asia,11,10-17,male,afternoon,5,277,305,311,338,21.3,0,synthetic
30067,Pakistan,PAK,Asia,31,25-34,female,evening,5,262,281,281,300,16.1,0,synthetic
30068,Pakistan,PAK,Asia,15,10-17,female,night,5,277,296,285,343,24.6,0,synthetic
30069,Pakistan,PAK,Asia,41,35-44,female,evening,5,291,339,320,463,63.3,0,synthetic
30070,Pakistan,PAK,Asia,14,10-17,female,afternoon,5,289,305,303,328,13.9,0,synthetic
30071,Pakistan,PAK,Asia,21,18-24,male,evening,5,207,264,240,409,74.1,0,synthetic
30072,Pakistan,PAK,Asia,12,10-17,female,afternoon,5,266,322,287,451,68.5,0,synthetic
30073,Pakistan,PAK,Asia,17,10-17,male,morning,5,283,302,305,317,12.8,0,synthetic
30074,Pakistan,PAK,Asia,29,25-34,female,afternoon,5,253,268,269,286,10.7,0,synthetic
30075,Pakistan,PAK,Asia,10,10-17,male,evening,5,248,268,266,288,13.9,0,synthetic
30076,Pakistan,PAK,Asia,13,10-17,unspecified,night,5,280,338,314,482,73.8,0,synthetic
30077,Pakistan,PAK,Asia,10,10-17,female,evening,5,294,330,319,419,46.3,0,synthetic
30078,Pakistan,PAK,Asia,10,10-17,male,evening,5,308,316,317,320,4.4,0,synthetic
30079,Pakistan,PAK,Asia,42,35-44,female,afternoon,5,261,295,303,329,24.8,0,synthetic
30080,Pakistan,PAK,Asia,16,10-17,male,evening,5,231,259,264,287,22.9,0,synthetic
30081,Pakistan,PAK,Asia,17,10-17,female,evening,5,275,314,280,456,70.7,0,synthetic
30082,Pakistan,PAK,Asia,48,45-54,male,afternoon,5,226,244,241,267,13.9,0,synthetic
30083,Pakistan,PAK,Asia,25,25-34,male,evening,5,234,258,254,279,17.2,0,synthetic
30084,Pakistan,PAK,Asia,30,25-34,male,evening,5,249,268,263,290,15.0,0,synthetic
30085,Pakistan,PAK,Asia,38,35-44,female,evening,5,268,289,283,316,18.6,0,synthetic
30086,Pakistan,PAK,Asia,31,25-34,female,afternoon,5,254,266,259,293,13.9,0,synthetic
30087,Pakistan,PAK,Asia,34,25-34,male,evening,5,246,253,248,262,7.1,0,synthetic
30088,Pakistan,PAK,Asia,35,35-44,male,afternoon,5,272,321,288,480,79.8,0,synthetic
30089,Pakistan,PAK,Asia,15,10-17,male,evening,5,251,289,294,319,24.9,0,synthetic
30090,Pakistan,PAK,Asia,14,10-17,male,morning,5,234,290,273,410,62.0,0,synthetic
30091,Pakistan,PAK,Asia,25,25-34,female,afternoon,5,228,268,271,303,25.4,0,synthetic
30092,Pakistan,PAK,Asia,17,10-17,male,evening,5,257,289,290,315,19.8,0,synthetic
30093,Pakistan,PAK,Asia,24,18-24,female,evening,5,288,349,331,464,60.6,0,synthetic
30094,Pakistan,PAK,Asia,20,18-24,male,morning,5,273,304,314,318,16.8,0,synthetic
30095,Pakistan,PAK,Asia,22,18-24,male,night,5,253,294,281,370,39.6,0,synthetic
30096,Pakistan,PAK,Asia,40,35-44,male,evening,5,251,278,282,296,17.1,0,synthetic
30097,Pakistan,PAK,Asia,48,45-54,female,morning,5,284,290,292,296,4.9,0,synthetic
30098,Pakistan,PAK,Asia,20,18-24,male,night,5,267,292,297,308,15.0,0,synthetic
30099,Pakistan,PAK,Asia,20,18-24,male,morning,5,247,272,264,305,22.9,0,synthetic
30100,Pakistan,PAK,Asia,37,35-44,female,night,5,292,362,334,494,75.3,0,synthetic
30101,Pakistan,PAK,Asia,34,25-34,female,afternoon,5,262,316,285,461,73.0,0,synthetic
30102,Pakistan,PAK,Asia,26,25-34,male,morning,5,270,286,286,302,10.2,0,synthetic
30103,Pakistan,PAK,Asia,29,25-34,male,afternoon,5,267,284,280,311,15.5,0,synthetic
30104,Pakistan,PAK,Asia,53,45-54,female,evening,5,254,283,279,306,19.6,0,synthetic
30105,Pakistan,PAK,Asia,29,25-34,female,afternoon,5,268,299,271,390,46.8,0,synthetic
30106,Pakistan,PAK,Asia,10,10-17,male,morning,5,274,284,281,307,12.3,0,synthetic
30107,Pakistan,PAK,Asia,18,18-24,female,evening,5,265,279,281,291,8.6,0,synthetic
30108,Pakistan,PAK,Asia,32,25-34,male,evening,5,225,256,262,291,25.1,0,synthetic
30109,Pakistan,PAK,Asia,23,18-24,male,evening,5,253,294,294,361,37.2,0,synthetic
30110,Pakistan,PAK,Asia,27,25-34,male,morning,5,256,279,282,304,15.9,0,synthetic
30111,Pakistan,PAK,Asia,27,25-34,male,morning,5,252,306,287,423,60.5,0,synthetic
30112,Pakistan,PAK,Asia,10,10-17,female,morning,5,319,331,323,359,14.8,0,synthetic
30113,Pakistan,PAK,Asia,36,35-44,male,morning,5,265,282,273,303,15.1,0,synthetic
30114,Pakistan,PAK,Asia,25,25-34,unspecified,evening,5,234,257,261,275,13.9,0,synthetic
30115,Pakistan,PAK,Asia,18,18-24,female,morning,5,264,315,295,454,71.0,0,synthetic
30116,Pakistan,PAK,Asia,37,35-44,female,night,5,294,312,310,326,10.7,0,synthetic
30117,Pakistan,PAK,Asia,38,35-44,male,evening,5,257,285,273,351,34.5,0,synthetic
30118,Pakistan,PAK,Asia,27,25-34,female,night,5,280,330,307,423,50.0,0,synthetic
30119,Pakistan,PAK,Asia,14,10-17,male,evening,5,257,277,283,293,13.0,0,synthetic
30120,Pakistan,PAK,Asia,13,10-17,female,morning,5,287,301,305,307,7.1,0,synthetic
30121,Pakistan,PAK,Asia,51,45-54,male,afternoon,5,257,279,262,314,23.7,0,synthetic
30122,Pakistan,PAK,Asia,22,18-24,female,afternoon,5,250,257,256,266,5.3,0,synthetic
30123,Pakistan,PAK,Asia,22,18-24,male,afternoon,5,280,335,291,516,91.0,1,synthetic
30124,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,280,288,288,297,5.9,0,synthetic
30125,Pakistan,PAK,Asia,22,18-24,male,afternoon,5,224,251,243,284,21.5,0,synthetic
30126,Pakistan,PAK,Asia,10,10-17,unspecified,morning,5,269,300,290,337,25.0,0,synthetic
30127,Pakistan,PAK,Asia,16,10-17,unspecified,afternoon,5,224,285,240,461,88.9,0,synthetic
30128,Pakistan,PAK,Asia,19,18-24,male,night,5,266,322,276,510,94.1,1,synthetic
30129,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,308,356,328,496,70.4,0,synthetic
30130,Pakistan,PAK,Asia,28,25-34,male,afternoon,5,253,264,256,294,15.5,0,synthetic
30131,Pakistan,PAK,Asia,17,10-17,female,evening,5,275,300,305,309,12.9,0,synthetic
30132,Pakistan,PAK,Asia,10,10-17,female,afternoon,5,272,316,278,452,68.7,0,synthetic
30133,Pakistan,PAK,Asia,10,10-17,female,morning,5,304,324,330,331,10.4,0,synthetic
30134,Pakistan,PAK,Asia,32,25-34,female,evening,5,261,267,264,280,7.1,0,synthetic
30135,Pakistan,PAK,Asia,10,10-17,female,afternoon,5,304,313,314,323,6.8,0,synthetic
30136,Pakistan,PAK,Asia,31,25-34,female,evening,5,264,292,292,318,17.1,0,synthetic
30137,Pakistan,PAK,Asia,24,18-24,male,evening,5,247,264,266,279,11.5,0,synthetic
30138,Pakistan,PAK,Asia,34,25-34,female,night,5,253,283,292,300,18.0,0,synthetic
30139,Pakistan,PAK,Asia,37,35-44,female,morning,5,265,281,280,312,16.5,0,synthetic
30140,Pakistan,PAK,Asia,22,18-24,male,evening,5,278,320,297,440,60.6,0,synthetic
30141,Pakistan,PAK,Asia,25,25-34,female,night,5,264,285,279,310,17.6,0,synthetic
30142,Pakistan,PAK,Asia,34,25-34,male,morning,5,258,297,260,413,59.4,0,synthetic
30143,Pakistan,PAK,Asia,13,10-17,female,evening,5,280,306,300,337,18.9,0,synthetic
30144,Pakistan,PAK,Asia,31,25-34,male,evening,5,244,258,263,271,10.6,0,synthetic
30145,Pakistan,PAK,Asia,24,18-24,male,afternoon,5,253,300,273,426,63.9,0,synthetic
30146,Pakistan,PAK,Asia,15,10-17,male,morning,5,268,283,280,299,11.2,0,synthetic
30147,Pakistan,PAK,Asia,17,10-17,male,morning,5,277,306,286,399,46.7,0,synthetic
30148,Pakistan,PAK,Asia,22,18-24,female,evening,5,280,332,288,407,60.0,0,synthetic
30149,Pakistan,PAK,Asia,33,25-34,male,night,5,252,271,271,285,12.9,0,synthetic
30150,Pakistan,PAK,Asia,31,25-34,female,evening,5,268,300,309,320,18.2,0,synthetic
30151,Pakistan,PAK,Asia,24,18-24,female,night,5,288,293,291,298,3.8,0,synthetic
30152,Pakistan,PAK,Asia,25,25-34,male,morning,5,239,251,251,271,12.0,0,synthetic
30153,Pakistan,PAK,Asia,10,10-17,female,morning,5,295,304,301,324,10.5,0,synthetic
30154,Pakistan,PAK,Asia,10,10-17,male,morning,5,268,304,307,329,20.2,0,synthetic
30155,Pakistan,PAK,Asia,25,25-34,male,evening,5,272,366,396,482,79.7,0,synthetic
30156,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,268,335,297,524,95.9,1,synthetic
30157,Pakistan,PAK,Asia,34,25-34,male,morning,5,258,301,267,434,66.8,0,synthetic
30158,Pakistan,PAK,Asia,35,35-44,female,morning,5,238,258,255,277,16.9,0,synthetic
30159,Pakistan,PAK,Asia,10,10-17,female,evening,5,275,325,300,465,71.3,0,synthetic
30160,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,286,328,302,462,67.3,0,synthetic
30161,Pakistan,PAK,Asia,13,10-17,male,afternoon,5,273,318,285,457,70.3,0,synthetic
30162,Pakistan,PAK,Asia,24,18-24,female,evening,5,237,267,271,283,16.5,0,synthetic
30163,Pakistan,PAK,Asia,34,25-34,female,morning,5,243,265,267,298,19.5,0,synthetic
30164,Pakistan,PAK,Asia,27,25-34,female,evening,5,261,310,282,445,68.1,0,synthetic
30165,Pakistan,PAK,Asia,10,10-17,female,afternoon,5,301,328,308,384,31.9,0,synthetic
30166,Pakistan,PAK,Asia,40,35-44,female,afternoon,5,269,279,271,305,13.8,0,synthetic
30167,Pakistan,PAK,Asia,19,18-24,male,evening,5,270,285,273,330,22.7,0,synthetic
30168,Pakistan,PAK,Asia,32,25-34,male,evening,5,253,277,279,288,12.6,0,synthetic
30169,Pakistan,PAK,Asia,45,45-54,female,afternoon,5,252,295,301,322,24.2,0,synthetic
30170,Pakistan,PAK,Asia,26,25-34,female,afternoon,5,272,296,294,334,22.9,0,synthetic
30171,Pakistan,PAK,Asia,31,25-34,female,afternoon,5,248,307,285,463,79.7,0,synthetic
30172,Pakistan,PAK,Asia,34,25-34,male,afternoon,5,249,282,286,304,19.4,0,synthetic
30173,Pakistan,PAK,Asia,19,18-24,female,evening,5,275,315,297,396,43.3,0,synthetic
30174,Pakistan,PAK,Asia,31,25-34,male,afternoon,5,277,334,306,477,72.5,0,synthetic
30175,Pakistan,PAK,Asia,18,18-24,male,night,5,281,298,295,319,14.8,0,synthetic
30176,Pakistan,PAK,Asia,24,18-24,female,morning,5,264,281,282,298,13.2,0,synthetic
30177,Pakistan,PAK,Asia,33,25-34,female,afternoon,5,291,310,304,333,14.4,0,synthetic
30178,Pakistan,PAK,Asia,24,18-24,female,evening,5,252,271,276,280,10.5,0,synthetic
30179,Pakistan,PAK,Asia,32,25-34,male,afternoon,5,248,311,287,450,70.7,0,synthetic
30180,Pakistan,PAK,Asia,27,25-34,male,evening,5,269,285,284,298,9.9,0,synthetic
30181,Pakistan,PAK,Asia,36,35-44,male,evening,5,258,269,263,293,12.4,0,synthetic
30182,Pakistan,PAK,Asia,15,10-17,male,night,5,256,332,298,498,88.4,0,synthetic
30183,Pakistan,PAK,Asia,10,10-17,female,night,5,313,332,341,345,13.2,0,synthetic
30184,Pakistan,PAK,Asia,32,25-34,female,morning,5,264,276,270,302,13.4,0,synthetic
30185,Pakistan,PAK,Asia,27,25-34,female,afternoon,5,243,267,257,312,24.0,0,synthetic
30186,Pakistan,PAK,Asia,37,35-44,male,afternoon,5,255,264,260,272,6.7,0,synthetic
30187,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,299,311,311,320,6.8,0,synthetic
30188,Pakistan,PAK,Asia,21,18-24,female,evening,5,251,287,280,334,30.6,0,synthetic
30189,Pakistan,PAK,Asia,24,18-24,female,morning,5,225,247,239,274,18.4,0,synthetic
30190,Pakistan,PAK,Asia,10,10-17,female,afternoon,5,285,297,300,307,7.3,0,synthetic
30191,Pakistan,PAK,Asia,49,45-54,female,morning,5,315,364,333,501,69.5,1,synthetic
30192,Pakistan,PAK,Asia,18,18-24,unspecified,afternoon,5,254,282,273,309,21.0,0,synthetic
30193,Pakistan,PAK,Asia,22,18-24,male,evening,5,199,242,252,265,23.9,0,synthetic
30194,Pakistan,PAK,Asia,32,25-34,male,afternoon,5,273,299,303,313,14.5,0,synthetic
30195,Pakistan,PAK,Asia,44,35-44,female,afternoon,5,255,300,301,358,34.0,0,synthetic
30196,Pakistan,PAK,Asia,17,10-17,female,night,5,296,309,303,329,12.1,0,synthetic
30197,Pakistan,PAK,Asia,36,35-44,male,morning,5,263,289,286,322,19.0,0,synthetic
30198,Pakistan,PAK,Asia,16,10-17,male,morning,5,261,308,313,373,40.2,0,synthetic
30199,Pakistan,PAK,Asia,37,35-44,male,morning,5,243,266,263,291,16.6,0,synthetic
30200,Pakistan,PAK,Asia,10,10-17,female,evening,5,332,359,346,432,37.0,0,synthetic
30201,Pakistan,PAK,Asia,14,10-17,male,night,5,255,263,255,285,11.4,0,synthetic
30202,Pakistan,PAK,Asia,43,35-44,female,evening,5,240,268,265,289,17.7,0,synthetic
30203,Pakistan,PAK,Asia,30,25-34,male,morning,5,281,301,305,315,13.9,0,synthetic
30204,Pakistan,PAK,Asia,23,18-24,male,morning,5,251,277,274,305,17.7,0,synthetic
30205,Pakistan,PAK,Asia,37,35-44,unspecified,morning,5,277,344,313,453,66.9,0,synthetic
30206,Pakistan,PAK,Asia,32,25-34,female,evening,5,271,332,306,460,66.9,0,synthetic
30207,Pakistan,PAK,Asia,10,10-17,female,evening,5,307,343,350,368,22.6,0,synthetic
30208,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,291,310,310,326,11.4,0,synthetic
30209,Pakistan,PAK,Asia,43,35-44,male,evening,5,251,272,277,289,15.2,0,synthetic
30210,Pakistan,PAK,Asia,10,10-17,male,evening,5,303,381,319,527,87.7,1,synthetic
30211,Pakistan,PAK,Asia,34,25-34,male,morning,5,254,312,271,501,94.5,1,synthetic
30212,Pakistan,PAK,Asia,10,10-17,male,afternoon,5,264,331,299,425,65.9,0,synthetic
30213,Pakistan,PAK,Asia,43,35-44,male,afternoon,5,251,305,286,419,59.5,0,synthetic
30214,Pakistan,PAK,Asia,31,25-34,female,evening,5,286,321,297,416,48.3,0,synthetic
30215,Pakistan,PAK,Asia,12,10-17,female,evening,5,252,280,274,303,18.7,0,synthetic
30216,Pakistan,PAK,Asia,23,18-24,female,morning,5,212,238,247,252,15.9,0,synthetic
30217,Pakistan,PAK,Asia,28,25-34,unspecified,evening,5,282,324,296,458,67.1,0,synthetic
30218,Pakistan,PAK,Asia,32,25-34,male,morning,5,249,266,268,280,10.1,0,synthetic
30219,Pakistan,PAK,Asia,20,18-24,female,evening,5,262,279,282,291,10.4,0,synthetic
30220,Pakistan,PAK,Asia,19,18-24,male,morning,5,264,279,284,292,11.3,0,synthetic
30221,Pakistan,PAK,Asia,20,18-24,female,evening,5,296,342,312,463,61.0,0,synthetic
30222,Pakistan,PAK,Asia,42,35-44,female,morning,5,271,283,275,306,12.6,0,synthetic
30223,Pakistan,PAK,Asia,10,10-17,female,morning,5,295,330,308,439,54.7,0,synthetic
30224,Pakistan,PAK,Asia,17,10-17,female,afternoon,5,272,343,296,438,75.0,0,synthetic
30225,Pakistan,PAK,Asia,11,10-17,male,afternoon,5,286,317,298,406,44.7,0,synthetic
30226,Pakistan,PAK,Asia,33,25-34,female,morning,5,273,327,279,494,85.2,0,synthetic
30227,Pakistan,PAK,Asia,10,10-17,male,morning,5,245,282,287,297,19.1,0,synthetic
30228,Pakistan,PAK,Asia,41,35-44,female,night,5,285,323,307,391,37.1,0,synthetic
30229,Pakistan,PAK,Asia,10,10-17,female,afternoon,5,292,304,308,315,8.8,0,synthetic
30230,Pakistan,PAK,Asia,19,18-24,male,afternoon,5,246,276,277,308,20.7,0,synthetic
30231,Pakistan,PAK,Asia,27,25-34,female,evening,5,236,286,264,391,54.4,0,synthetic
30232,Pakistan,PAK,Asia,10,10-17,female,night,5,271,306,320,326,21.5,0,synthetic
30233,Pakistan,PAK,Asia,27,25-34,female,morning,5,257,278,273,309,17.9,0,synthetic
30234,Pakistan,PAK,Asia,13,10-17,female,afternoon,5,283,294,292,314,11.2,0,synthetic
30235,Pakistan,PAK,Asia,27,25-34,male,afternoon,5,215,223,222,234,7.1,0,synthetic
30236,Pakistan,PAK,Asia,31,25-34,male,afternoon,5,253,264,256,282,12.2,0,synthetic
30237,Pakistan,PAK,Asia,39,35-44,female,morning,5,277,299,305,317,14.5,0,synthetic
30238,Pakistan,PAK,Asia,42,35-44,unspecified,evening,5,253,272,277,287,12.0,0,synthetic
30239,Pakistan,PAK,Asia,23,18-24,female,evening,5,271,317,303,403,45.0,0,synthetic
30240,Pakistan,PAK,Asia,10,10-17,female,afternoon,5,315,326,323,350,12.5,0,synthetic
30241,Pakistan,PAK,Asia,43,35-44,male,evening,5,240,274,280,310,23.6,0,synthetic
30242,Pakistan,PAK,Asia,39,35-44,male,night,5,251,299,260,433,68.7,0,synthetic
30243,Pakistan,PAK,Asia,45,45-54,male,evening,5,274,291,284,314,14.6,0,synthetic
30244,Pakistan,PAK,Asia,22,18-24,male,evening,5,226,304,271,495,96.9,0,synthetic
30245,Pakistan,PAK,Asia,33,25-34,male,morning,5,264,297,289,349,28.3,0,synthetic
30246,Pakistan,PAK,Asia,18,18-24,female,afternoon,5,240,266,268,295,18.5,0,synthetic
30247,Pakistan,PAK,Asia,24,18-24,male,afternoon,5,220,235,240,246,11.1,0,synthetic
30248,Pakistan,PAK,Asia,37,35-44,female,afternoon,5,257,278,268,319,22.1,0,synthetic
30249,Pakistan,PAK,Asia,15,10-17,male,evening,5,279,293,289,306,9.9,0,synthetic
30250,Pakistan,PAK,Asia,45,45-54,female,evening,5,301,368,307,589,111.3,1,synthetic
